Timestamp;Humidity;PM10;PM2.5;Temperature
2022-06-08 08:59:30;83.09999847;18.29999924;13.69999981;30.20000076
2022-06-08 09:01:30;84.700000765;17.60000038;13.549999714999998;30
2022-06-08 09:02:30;85.59999847;17.10000038;13.19999981;29.89999962
2022-06-08 09:03:30;86.90000153;18.79999924;13.19999981;29.70000076
2022-06-08 09:04:30;85.84999847;16.85000038;12.400000095;29.70000076
2022-06-08 09:06:30;86.19999695;19.10000038;12.80000019;29.70000076
2022-06-08 09:07:30;85.09999847;17.10000038;12.5;29.70000076
2022-06-08 09:08:30;87.04999924;15.950000285000002;12.5;29.79999924
2022-06-08 09:09:30;85.90000153;17.79999924;11.89999962;29.89999962
2022-06-08 09:10:30;85.55000305;15.75;12.25;29.89999962
2022-06-08 09:11:30;83.599998475;16.650000570000003;11.94999981;29.75
2022-06-08 09:12:30;85.45000076;16.55000019;11.94999981;29.849999429999997
2022-06-08 09:14:30;84.59999847;15.5;11.10000038;29.89999962
2022-06-08 09:16:30;84;15;11.89999962;30.10000038
2022-06-08 09:17:30;82.5;17;15.19999981;30.39999962
2022-06-08 09:18:30;81.400001525;15.10000038;12.19999981;30.25
2022-06-08 09:20:30;83.79999924;15.75;11.39999962;30.39999962
2022-06-08 09:21:30;83.5;14.69999981;11.30000019;30.5
2022-06-08 09:23:30;85.60000228999999;15.05000019;12.39999962;30.60000038
2022-06-08 09:24:30;85.39999771000001;19.599999429999997;13.05000019;30.70000076
2022-06-08 09:25:30;83.150001525;15.35000038;12;30.70000076
2022-06-08 09:26:30;81.5;13.30000019;11.150000095;30.75
2022-06-08 09:27:30;78.05000305;13.349999905;10.94999981;30.75
2022-06-08 09:28:30;78.29999924;13.049999714999998;10.700000285000002;30.60000038
2022-06-08 09:29:30;79;13.599999905;10.64999962;30.55000019
2022-06-08 09:30:30;80.30000305;13.150000095;10.599999905;30.650000570000003
2022-06-08 09:31:30;81.849998475;15.25;11.60000038;30.75
2022-06-08 09:32:30;82.400001525;14.39999962;11.55000019;30.89999962
2022-06-08 09:33:30;79.54999924;14.549999714999998;11.05000019;30.94999981
2022-06-08 09:34:30;79;13.89999962;10.75;30.89999962
2022-06-08 09:35:30;78.950000765;14.5;11.05000019;30.79999924
2022-06-08 09:36:30;80;14.64999962;11.349999905;30.94999981
2022-06-08 09:37:30;79.19999695;14;11;31
2022-06-08 09:38:30;81.45000076;14.849999905;11.44999981;31.10000038
2022-06-08 09:39:30;81.150001525;13.700000285000002;11.39999962;31.10000038
2022-06-08 09:40:30;80.5;15;11.44999981;31.05000019
2022-06-08 09:41:30;77.70000076;13;10.75;30.94999981
2022-06-08 09:42:30;78.60000228999999;13.30000019;10.94999981;30.94999981
2022-06-08 09:43:30;79.10000228999999;14.05000019;10.599999905;31.05000019
2022-06-08 09:44:30;78;13.099999905;10.30000019;31.10000038
2022-06-08 09:45:30;77.05000305;12.19999981;10.450000285000002;31.20000076
2022-06-08 09:46:30;77.950000765;14.44999981;11.25;31.20000076
2022-06-08 09:47:30;77.25;15.05000019;10.900000095;31.05000019
2022-06-08 09:48:30;78.5;13.650000095;11.05000019;31.150000570000003
2022-06-08 09:49:30;79;16.10000038;12.10000038;31.25
2022-06-08 09:50:30;79.40000153;14.549999714999998;11.80000019;31.349999429999997
2022-06-08 09:51:30;78.54999924;15;11.599999905;31.39999962
